id,author_name,role,book_list,book_count
531,"Faiers, Julia",,['Exotic retreats: eco resort design from barefoot sophistication to luxury pad'],1
532,"Bennett, David",,"['Exploring concrete architecture: tone texture form', 'The Art of precast concrete: colour, texture, expression']",2
533,"Gregory, Helen",,"[""Expressions of Mercy : Brisbane's Mater Hospitals 1906 - 2006""]",1
534,"Terzidis, Kostas",,['Expressive form: a conceptual approach to computational design'],1
535,"Boswell, C. Keith",,['Exterior building enclosures: design process and composition for innovative facades'],1
536,Master Builders Association (MBA) Waterproofing Council NSW,,"['Flashings & damp-proof courses', 'Planter box waterproofing', 'Internal wet area waterproofing', 'External waterproofing - balcony decks']",4
537,"Slavid, Ruth",,"['Wood houses', 'Extreme architecture: building for challenging environments']",2
538,"Morel, Laure",,['Fab labs: innovative user'],1
539,"Le Roux, Serge",,['Fab labs: innovative user'],1
54,"Burns, David",editor,['Agenda 2008'],1
540,"Herzog, Thomas",,"['Facade construction manual', 'Timber construction manual', 'Solar energy in architecture and urban planning']",3
541,"Knaack, Ulrich",,[],0
542,"Mira, Oscar",,['Facades'],1
543,"Minguet, Josep Maria",,['Facades'],1
544,"Loughan, Patrick",,['Falling glass : problems and solutions in contemporary architecture'],1
545,"Maas, Winy",editor,['FARMAX: excursions on density'],1
546,MVRDV,,['FARMAX: excursions on density'],1
547,"Overton, Rodney",,['Feasibility studies made simple'],1
548,"Bruno, Andrea et al",,"['Featuring steel: resources, architecture, reflections']",1
549,"Birdsall, George",,['Feng shui : the key concepts'],1
55,"Bosworth, Hayden",editor,['Aging and cognition: research methodologies and empirical advances'],1
550,"Holliday, Ivan",,"['Field guide to Australian trees', 'Field guide to Australian native shrubs']",2
551,"Watton, Geoffrey",,['Field guide to Australian native shrubs'],1
552,"Kolehmainen, Aila",editor,['Finnish architecture 0203'],1
553,"Sisodia, Raj",,['Firms of endearment: how world-class companies profit from passion and purpose'],1
554,"Sheth, Jag",,['Firms of endearment: how world-class companies profit from passion and purpose'],1
555,"Wolfe, David B",,['Firms of endearment: how world-class companies profit from passion and purpose'],1
556,"Sedlbauer, Klaas",,"['Flat roof construction manual: materials, design, applications']",1
557,"Motro, Rene",editor,"['Flexible, composite materials in architecture, construction and interiors']",1
558,"Kronenburg, Robert",,['Flexible: architecture that responds to change'],1
559,"Schneider, Friederike",,['Floor plan manual: housing'],1
56,"Wells, Alexander",,['Airport planning and management'],1
560,"Vyzoviti, Sophia",,"['Folding architecture: spatial, structural and organizational diagrams']",1
561,"Jackson, Paul",,['Folding techniques for designers: from sheet to form'],1
562,"Ximenes, Fabiano",,"[""Forests, wood and Australia's carbon balance""]",1
563,"Robinson, Michael",,"[""Forests, wood and Australia's carbon balance""]",1
564,"Borden, Iain",editor,['Forty ways to think about architecture: architectural history and theory today'],1
565,"Harrison, Stuart",,"[""Forty-six square metres of land doesn't normally become a house: maximising living space Australia & New Zealand""]",1
566,"Symmes, Marilyn",,"['Fountains, splash and spectacle : water and design from the Renaissance to the present']",1
567,"Edquist, Harriet",editor,['Frederick Romberg : the architecture of migration 1938-1975'],1
568,"Street-Porter, Tim",,"['Freestyle : the new architecture and design from Los Angeles', 'Tropical houses : living in natural paradise']",2
569,"Eberle, Dietmar (et al)",,['From city to house: a design theory'],1
57,"Pearman, Hugh",,"['Airports: a century of architecture', 'Contemporary world architecture']",2
570,"Thornburg, David",,['From the campfire to the holodeck: creating engaging and powerful 21st century learning environments'],1
571,VM Zinc,,['From Z to A'],1
572,Sherman Contemporary Art Foundation,,['Fugitive Structures 2013 -2016'],1
573,"Ward-Harvey, K",,['Fundamental building materials'],1
574,"Iano, Joseph",,['Fundamentals of building construction: materials and methods'],1
575,"Uher, Thomas E",,['Fundamentals of building contract management'],1
576,"Davenport, Philip",,['Fundamentals of building contract management'],1
577,"Hyde, Rory",,['Future practice: conversations from the edge of architecture'],1
578,"Richards, Brian",,['Future transport in cities'],1
579,"Freeman, Oliver",,['Futurevision: scenarios for the world in 2040'],1
58,"Johnson, Anna",,"['WOHA: the architecture of WOHA', 'Alex Popov Architects: selected works 1999-2007']",2
580,"Watson, Richard",,['Futurevision: scenarios for the world in 2040'],1
581,"Futagawa, Yukio",editor,['GA Contemporary Architecture 04 Theater'],1
582,"Walker, Bruce",,['Gabriel Poole : space in which the soul can play'],1
583,"Yudina, Anna",,"['Garden city: supergreen buildings, urban skyscapes and the new planted space']",1
584,"Bassegoda, Joan",,['Gaudi : the entire works'],1
585,"Bohnacker, Hartmut (et al)",,"['Generative design: visualize, program, and create with processing']",1
586,"Norberg-Schulz, Christian",,"['Genius loci: towards a phenomenology of architecture', 'Sverre Fehn : works, projects, writings, 1949-1996']",2
587,"Casey, Edward S",,['Getting back into place: toward a renewed understanding of the place-world'],1
588,"Reas, Casey",,"['Getting started with processing', 'Processing: a programming handbook for visual designers and artists']",2
589,"Fry, Ben",,"['Getting started with processing', 'Processing: a programming handbook for visual designers and artists']",2
59,"Howells, Trevor",,['Allen Jack + Cottier: 1952-2002'],1
590,"Fisher, Roger",,['Getting to yes: negotiating agreement without giving in'],1
591,"Ury, William",,['Getting to yes: negotiating agreement without giving in'],1
592,Standards Australia,,"['Guide to traffic engineering practice: Part 14 - Bicycles', 'Glossary of building terms', 'HB 197 1999: An introductory guide to the slip resistance of pedestrian surfaces', 'Guide to traffic engineering practice: Part 13 pedestrians', 'Glass and glazing handbook']",5
593,"Wigginton, Michael",,"['Glass in architecture', 'Intelligent skins']",2
594,Architects Group Krokodil,editor,['Glatt! : from suburb to city?'],1
595,"Fromonot, Francoise",,"['Glenn Murcutt : buildings + projects 1962 - 2003', 'Sydney : history of a landscape']",2
596,"Murcutt, Glenn",,['Glenn Murcutt: a singular architectural practice'],1
597,"Cooper, Jackie",,"['Tract : landscape architects and planners', 'Glenn Murcutt: Silver City Museum Broken Hill', 'Mackintosh architecture']",3
598,Real Estate Institute of Australia (REIA),,['Glossary of property terms'],1
599,Australian Property Institute (API),,['Glossary of property terms'],1
6,"Trautwein, Katrin",,"['128 colours: a sample book for architects, conservators, and designers']",1
60,"Roll, Karl-Fritz",,"['Allianz Arena, Munich Germany']",1
600,"Bell, Bryan",editor,"['Good deeds, good design: community service through architecture']",1
601,"Sangster, Sam",,['Goods Shed North'],1
602,"McGregor, Alisdair",,['Grand obsessions: the life and work of Walter Burley Griffin and Marion Mahony Griffin'],1
603,"Baulch, Libby",,['Graphic designers and copyright: a practical guide'],1
604,"Buckingham, Louise",,['Graphic designers and copyright: a practical guide'],1
605,"Hanson, Sally",,['Graphic designers and copyright: a practical guide'],1
606,"Chung, Chuihua Judy  et al",editor,['Great leap forward'],1
607,"Jacobs, Allan B",,['Great streets'],1
608,"Wines, James",,['Green architecture'],1
609,"Vale, Brenda",,['Green architecture : design for a sustainable future'],1
61,Siteco Lighting,,"['Allianz Arena, Munich Germany']",1
610,"Vale, Robert",,['Green architecture : design for a sustainable future'],1
611,"Santini, Claudio",,['Green is beautiful: the eco-friendly house'],1
612,"Zilafro, Dafna",,['Green is beautiful: the eco-friendly house'],1
613,Earth Pledge,,['Green roofs : ecological design and construction'],1
614,"Grant, Gary",,['Green roofs and facades'],1
615,LPA Architects,,['Green school primer : lessons in sustainability'],1
616,"Wood, Antony",,"['Natural ventilation in high-rise office buildings: an output of the CTBUH Sustainability Working Group', 'Tall Buildings + Urban Habitat Volume 1', 'Tall Buildings + Urban Habitat Volume 2', 'Green walls in high-rise buildings: an output of the CTBUH Sustainability Working Group']",4
617,Randell L Makinson,,['Greene and Greene : architecture as a fine art'],1
618,"Kishnani, Nirmal",,['Greening Asia: emerging principles for sustainable architecture'],1
619,City of Melbourne,,['Grids and greenery: the character of inner Melbourne'],1
62,"Wilquin, Hugues",,['Aluminium architecture: construction and details'],1
620,"Isaacs, Reginald",,['Gropius: an illustrated biography of the creator of the Bauhaus'],1
621,"Hocking, John",,['Grose Bradley: the poetics of materiality'],1
622,"Richards, Ivor",,['Groundscrapers and subscrapers of Hamzah and Yeang'],1
623,"Reed, Peter",,['Groundswell : constructing the contemporary landscape'],1
624,Building Futures,,['Growing by degrees: universities in the future of urban development'],1
625,National Occupational Health and Safety Commission (NOHSC),,['Guidance note for the prevention of occupational overuse syndrome in keyboard employment'],1
626,Cement Concrete & Aggregates Australia (CCAA),,"['Guide to off-form concrete finishes', 'Guide to concrete flatwork finishes']",2
627,"Groenendijk, Paul",,['Guide to modern architecture in the Netherlands'],1
628,National Building Specification (NBS),,['Guide to music accommodation in secondary schools; a design guide'],1
629,Great Britain: Sports Grounds Safety Authority,,['Guide to safety at sports grounds'],1
63,"Weston, Richard",,"['Tietgen Dormitory: an imaginary journey around a real building', 'Utzon : inspiration, vision, architecture', 'Alvar Aalto', 'Key buildings of the 20th Century: plans, sections & elevations']",4
630,Austroads,,"['Guide to traffic engineering practice: Part 14 - Bicycles', 'Guide to traffic engineering practice: Part 13 pedestrians']",2
631,Arjo,,['Guidebook for architects and planners: elderly care facilities'],1
632,AIQS (Australian Institute of Quantity Surveyors),,['Guidelines for cost planning consultant services'],1
633,Facilities Guidelines Institute,,['Guidelines for design and construction of health care facilities'],1
634,"Department of the Environment, Land and Planning",,['Gungahlin Town Centre: discussion paper'],1
635,Permasteelisa,,"['Quaternario 90', 'Habitat, technology and architectural envelopes']",2
636,"Becker, Marcel",,['Hands off not an option!'],1
637,"Drew, Philip",,"['Harry Seidler : four decades of architecture', 'Veranda : embracing place', 'Peter Stutchbury: of people and places: between the bush and the beach']",3
638,Standards New Zealand,,['HB 197 1999: An introductory guide to the slip resistance of pedestrian surfaces'],1
639,"Pham, L",editor,['HB 39 1997 Installation code for metal roofing and wall cladding'],1
64,"Jetsonen, Jari",,['Alvar Aalto houses'],1
640,"Nickl-Weller, Christine",,"['Masterpieces hospital architecture and design', 'Hospital architecture', 'The New hospital', 'Healing architecture']",4
641,"Nickl, Hans",,"['Masterpieces hospital architecture and design', 'Hospital architecture', 'The New hospital', 'Healing architecture']",4
642,"Marcus, Clare Cooper",,['Healing gardens: therapeutic benefits and design recommendations'],1
643,"Barnes, Marni",,['Healing gardens: therapeutic benefits and design recommendations'],1
644,"Sternberg, Esther",,['Healing spaces: the science of place and well-being'],1
645,"Shepley, Mardelle",,['Health facility evaluation for design practitioners'],1
646,"Purves, Geoffrey",,['Health living centres : a guide a to primaty health care design'],1
647,"Kopec, Dac",,"['Health, sustainability, and the built environment']",1
648,"Fine, David",,['Healthcare architecture in an era of radical tranformation'],1
649,"Verderber, Stephen",,"['Innovations in hospital architecture', 'Healthcare architecture in an era of radical tranformation']",2
65,"Jetsonen, Sirkkaliisa",,['Alvar Aalto houses'],1
650,"Hayward, Cynthia",,['Healthcare facility planning: thinking strategically'],1
651,"Bofinger, Helge",,['Helmut Jacoby : master of architectural drawing'],1
652,"Voigt, Wolfgang",,['Helmut Jacoby : master of architectural drawing'],1
653,"Miller, Nory",,"['Johnson/Burgee : architecture', 'Helmut Jahn']",2
654,"Shirky, Clay",,['Here comes everybody: the power of organizing without organizations'],1
655,"Berry, John",,['Herman Miller : classic furniture and system designs for the working environment'],1
656,"Kapfinger, Otto",editor,['Hermann Kaufmann wood works: architecture durable'],1
657,"Ursprung, Philip",,['Herzog & de Meuron : natural history'],1
658,"Wang, Wilfried",,['Herzog and De Meuron'],1
659,"Broto, Eduard",,['High density: environments for the future'],1
66,"Pallasmaa, Juhani",,"['The eyes of the skin: architecture and the senses', 'Sensuous minimalsm : Juhani Pallasmaa, architect', 'Alvar Aalto through the eyes of Shigeru Ban']",3
660,"Ypma, Herbert",,"['Hip hotels - beach', 'Hip hotels - city', 'Maison: Christian Liagre', 'Hip hotels atlas']",4
661,Australian Council of National Trusts,,['Historic homesteads of Australia'],1
662,"Ireland, Jeannie",,['History of interior design'],1
663,HOK Sport,,['HOK Sport + venue + event: 20 years of great architecture'],1
664,"Bergdoll, Barry",,['Home delivery : fabricating the modern dwelling'],1
665,"Christensen, Peter",,['Home delivery : fabricating the modern dwelling'],1
666,"Cox, Philip",,['Home: evolution of the Australian dream'],1
667,Olympic Co-ordination Authority (OCA),,['Homebush Bay Development Guidelines: Volume 4 Transport strategy'],1
668,"Mostaedi, Arian",,"['Residences for the elderly', 'Homes for senior citizens', 'New health facilities : architectural design']",3
669,"Butler-Bowdon, Caroline",,"['Sydney then & now', 'Homes in the sky : apartment living in Australia']",2
67,"Sato, Tomoko",editor,['Alvar Aalto through the eyes of Shigeru Ban'],1
670,"Pickett, Charles",,['Homes in the sky : apartment living in Australia'],1
671,"Thompson, John D",,['Hospital :  a social and architectural history'],1
672,"Goldin, Grace",,['Hospital :  a social and architectural history'],1
673,"Monk, Tony",,['Hospital builders'],1
674,"Broto, Charles",,"['New health facilities', 'New urban design', 'Hospitals and health facilities', 'Innovative public housing']",4
675,Denton Corker Marshall (DCM),,['Houses: Denton Corker Marshall'],1
676,"Stevenson, Fionn",,"['Housing fit for purpose: performance, feedback and learning']",1
677,"Pholeros, Paul",,['Housing for health : towards a healthy living environment for Aboriginal Australia'],1
678,"Rainow, Stephan",,['Housing for health : towards a healthy living environment for Aboriginal Australia'],1
679,"Torzillo, Paul",,['Housing for health : towards a healthy living environment for Aboriginal Australia'],1
68,"Spears, Beverley",,['American adobes : rural houses of northern New Mexico'],1
680,"Hamdi, Nabeel",,"['Housing without houses: participation, flexibility, enablement']",1
681,"Spector, Tom",,['How architects write'],1
682,"Damron, Rebecca",,['How architects write'],1
683,"Rybczynski, Witold",,"[""How architecture works: a humanist's toolkit"", 'Mysteries of the mall: and other essays']",2
684,"Brand, Stewart",,['How buildings learn : what happens after they are built'],1
685,"Flintoff, John-Paul",,['How to change the world'],1
686,"Chatfield, Tom",,['How to thrive in the digital age'],1
687,National Library of Australia,,"['Ideal city? : the 1912 competition to design Canberra', 'The National Library of Australia']",2
688,British Council for Learning Environments (BCSE),,['Ideas book: global learning environments'],1
689,"Belitskaja, Aleksandra",,['iheartblob - Augmented architectural objects: a new visual language'],1
69,"Menin, Sarah",,['An architecture of invitation : Colin St John Wilson'],1
690,"James, Benjamin",,['iheartblob - Augmented architectural objects: a new visual language'],1
691,"McCallum, Shaun",,['iheartblob - Augmented architectural objects: a new visual language'],1
692,"Ragazzini, Giuseppe",,"['Il Ragazzini 2004 : dizionario inglese Italiano, Italiano inglese']",1
693,"Corrodi, Michelle",,['Illuminating: natural light in residential architecture'],1
694,"Spechtenhauser, Klaus",,['Illuminating: natural light in residential architecture'],1
695,"Hillige, Hendrik",,['Illusive 2: contemporary illustration and its context'],1
696,Royal Australian & New Zealand College of Radiologists,,['Imaging guidelines'],1
697,"Wang, Shu",,['Imagining the house'],1
698,Organisation for Economic Co-operation and Development (OECD),,"['Modernising secondary school buildings in Portugal', 'Immigrant students at school: easing the journey toward integration', 'Innovative learning environments', 'Trends shaping education 2016']",4
699,"Marberry, Sara",,['Improving healthcare with better building design'],1
7,"Cleary, Mark",,"['200 houses', '21st century houses downunder']",2
70,"Kite, Stephen",,['An architecture of invitation : Colin St John Wilson'],1
700,"Scott-Webber, Lennie",,['In sync: environmental behavior research and the design of learning spaces'],1
701,"Johnson, Stefanie",,['Inclusify: the power of uniqueness and belonging to build innovative teams'],1
702,"Adam, Jurgen",,['Industrial buildings : a design manual'],1
703,"Hausmann, Katherine",,['Industrial buildings : a design manual'],1
704,"Juttner, Frank",,['Industrial buildings : a design manual'],1
705,"Seelig, Tina",,['InGenius: a crash course on creativity'],1
706,"Gollings, John",,"['Inner city living', 'New Australia style']",2
707,"Michell, George",,['Inner city living'],1
708,"Leadbeater, Charles",,['Innovation in education: lessons from pioneers around the world'],1
709,"Berderber, Stephen",,['Innovations in hospice architecture'],1
71,"Blackwell, Marlon",,['An architecture of the Ozarks: the works of Marlon Blackwell'],1
710,"Refuerzo, Ben",,['Innovations in hospice architecture'],1
711,Centre for Educational Research and Innovation,,"['Innovative learning environments', 'Trends shaping education 2016']",2
712,"Zeisel, John",,"['Inquiry by design : environment, behaviour, neuroscience in architecture, interiors, landscape and planning']",1
713,"Stuebe, Katarina",editor,"['Inspire: Australian National Architecture Awards 2010', 'Inspire: Australian National Architecture Awards 2013', 'Inspire: Australian National Architecture Awards 2014', 'Inspire: Australian National Architecture Awards 2012', 'Inspire: Australian National Architecture Awards 2011']",5
714,"Zelinsky, Marilyn",,['Inspired workplace : interior designs for creativity and productivity'],1
715,"Nielsen, Dorte",,"['Inspired: how creative people think, work and find inspiration']",1
716,"Hartmann, Kiki",,"['Inspired: how creative people think, work and find inspiration']",1
717,"Nouvel, Jean (et al)",,"['Institut du Monde Arabe: une architecture de Jean Nouvel, Gilbert Leze´nes, Pierre Soria, Architecture Studio']",1
718,Architecture Studio,,"['Institut du Monde Arabe: une architecture de Jean Nouvel, Gilbert Leze´nes, Pierre Soria, Architecture Studio']",1
719,"Moe, Kiel",,['Integrated design in contemporary architecture'],1
72,"Mastropietro, Mario",,"['An industry for design : the research, designers and corporate image of B& B Italia']",1
720,"Compagno, Andrea",,['Intelligent glass facades'],1
721,"Harris, Jude",,['Intelligent skins'],1
722,"Shoemaker, Candice A",editor,['Interaction by design: bringing people and plants together for health and well-being - an international symposium'],1
723,"Fox, Michael",,['Interactive architecture'],1
724,"Kemp, Miles",,['Interactive architecture'],1
725,"Hudson, Jennifer",,"['Interior architecture now', 'Restroom : contemporary design']",2
726,"Uchida, Shigeru",,"['Interior design -  Uchida, Mitsuhashi & Studio 80']",1
727,"Binggeli, Corky",,['Interior design illustrated'],1
728,Veldhoen & Co,,"['Metamorphoses', 'Interpolis: a two part(y) revolution']",2
729,"Szokolay, Steven",,['Introduction to architectural science: the basis of sustainable design'],1
73,"Gorla, Rolondo",,"['An industry for design : the research, designers and corporate image of B& B Italia']",1
730,Atelier Ten,,['Invisible architecture'],1
731,Lend Lease,,['It takes a dream to create a village'],1
732,Swiss Federal Institute of Technology. Faculty of Architecture,,"['Jahrbuch yearbook 2003', 'Jahrbuch yearbook 2007', 'Jahrbuch yearbook 2010', 'Jahrbuch yearbook 2009']",4
733,Eidgenossische Technische Hochschule (ETH) Zurich,,"['Jahrbuch yearbook 2010', 'Jahrbuch yearbook 2007', 'Jahrbuch yearbook 2009', 'Jahrbuch yearbook 2003', 'New Monte Rosa Hut SAC: self-sufficient building in the high Alps']",5
734,"Takahashi, Masaaki",,"['Japan, the new mix: architecture, interiors and more']",1
735,"Gubler, Jacques",,['Jean Tschumi: architecture at full scale'],1
736,"Oliver, John",,"[""John Oliver's brick book: a guide to designing and building with bricks""]",1
737,"Morris, Alison",,['John Pawson plain space'],1
738,"Sorrell, Frances",,['Joined up design for schools'],1
739,"Sorrell, John",,['Joined up design for schools'],1
74,"Seddon, George",,['An open space system for Canberra: a policy review prepared for the National Capital Development Commission'],1
740,Council of Education Facilities Planners International (CEFPI),,"['Places for learning: contemporary designs in architecture 2012', 'Places for learning: contemporary designs in architecture 2011', 'Places for learning: contemporary designs in architecture 2009, 2010', 'Joined up Mayfield Project', 'Places for learning: contemporary designs in architecture 2013', 'Places for learning: contemporary designs in architecture 2007, 2008']",6
741,"Hill, Kerry",,['Kerry Hill: crafting modernism'],1
742,"Canizares, Ana",editor,"['Kindergartens, schools and playgrounds']",1
743,John McAslan + Partners,,"[""King's Cross station design manual""]",1
744,Kinnarps,,['Kinnarps Trend Report 2015: Workplace and lifespace design for the diverse decade'],1
745,English Basket Ball Association,,['Know the Game : basketball'],1
746,English Volleyball Association,,['Know the game : volleyball'],1
747,"Chao, Sonia R",,['Kohn Pedersen Fox : buildings and projects 1976 - 1986'],1
748,"Abramson, Trevor D",,['Kohn Pedersen Fox : buildings and projects 1976 - 1986'],1
749,"Portela, Cesar",,['La Arquitectura del sol - Sunland architecture'],1
75,"Jodidio, Philip",,"['Serpentine Gallery pavilions', 'Jean-Paul Viguier: architecture 1992-2002', 'Architecture now! : Vol. 4', 'Architecture now! : Vol. 6', 'Architecture in Japan', 'Green architecture now', 'Architecture now! : Vol. 2', 'Ando: complete works', 'Architecture now! : Vol. 3', 'Piano: Renzo building workshop 1966 to today']",10
750,"Hain, Walter",,['Laboratories'],1
751,"Dahan, Fernand W",,"['Laboratories: a guide to master planning, programming, procurement and design']",1
752,"Griffin, Brian",,['Laboratory design guide'],1
753,National Academy Press,,"['Laboratory design, construction and renovation']",1
754,"Fielding, Randall",,['Language of school design: design patterns for the 21st century schools'],1
755,LAVA (Laboratory for Visionary Architecture),,['LAVA Laboratory for Visionary Architecture'],1
756,"Curtis, William",,['Le Corbusier: ideas and forms'],1
757,"Cohen, Jean-Louis",,['Le Corbusier: le grand'],1
758,"Broadhurst, Ron",,['Le Corbusier: le grand'],1
759,"Benton, Tim",,['Le Corbusier: le grand'],1
76,NSW. Department of Environment and Planning,,['Apartment design guide: tools for improving the design of residential apartment development'],1
760,"Gravelaine, Frederique de",,['Le Stade De France'],1
761,"Wheatley, Margaret",,['Leadership and the new science: discovering order in a chaotic world'],1
762,"Nield, Lawrence",,['Leading a large architectural practice'],1
763,"Ehmann, Sven",,"['Learn for life: new architecture for new learning', 'The New nomads: temporary spaces and a life on the move', 'Tactile: high touch visuals']",3
764,"Shiffman, Daniel",,"['Learning processing', 'The Nature of code: simulating natural systems with processing']",2
765,"Oblinger, Diana",editor,['Learning spaces'],1
766,"Radcliffe, David",editor,['Learning spaces in higher education: positive outcomes by design'],1
767,"Aureli, Pier Vittorio",,['Less is enough'],1
768,"Hertzberger, Herman",,"['Lessons for students in architecture', 'Space and learning : lessons in architecture 3']",2
769,"Sahlberg, Pasi",,['Let the children play: why more play will save our schools and help children thrive'],1
77,Australian Building Codes Board (ABCB),,"['National Construction Code Series (NCC)', 'Lifts used during evacuation: information handbook', 'Applying energy efficiency to new building work associated with existing Class 2 to 9 buildings: handbook']",3
770,"Doyle, William",,['Let the children play: why more play will save our schools and help children thrive'],1
771,"Galindo, Michelle",,"[""Let's go out again: interiors for restaurants, bars and unusual food places"", 'Playground design']",2
772,"Saccani, Anna",,['Letterscapes: a global survey of typographic installations'],1
773,"Konig, Holger et al",,"['Life cycle approach to buildings : principles, calculations, design tools']",1
774,AADCU,,['Life logo : NL Architects'],1
775,"Riley, Terence",,['Light construction'],1
776,Zumtobel Staff,,"['Light for art and culture', 'Light in industry and engineering', 'Light for offices and education', 'Lighting and medical supply units for clinics, hospitals and health & care organisations']",4
777,Kimbell Art Foundation,,['Light is the theme : Louis I. Kahn and the Kimbell Art Museum'],1
778,"Karcher, Aksel",,"['Light perspectives: between culture and technology, light space perspectives']",1
779,ERCO,,"['Light perspectives: between culture and technology, light space perspectives']",1
78,"Geist, Johann",,['Arcades : the history of a building type'],1
780,"Hobday, Richard",,"['Light revolution : health, architecture and the sun']",1
781,"Taylor, Anne",,['Linking architecture and education: sustainable design for learning environments'],1
782,"Levitt, Andrew",,['Listening to design: a guide to the creative process'],1
783,"Cox, Maire",,['Living in the new millennium : houses at the start of the 21st century'],1
784,"Gast, Klaus-Peter",,['Living plans: new directions in advanced housing'],1
785,Design for London,,['Living roofs and walls'],1
786,Greater London Authority,,['Living roofs and walls'],1
787,London Climate Change Partnership,,['Living roofs and walls'],1
788,"Margolis, Liat",,['Living systems : innovative materials and technologies for landscape architecture'],1
789,"Robinson, Alexander",,['Living systems : innovative materials and technologies for landscape architecture'],1
79,"McDonald, Ian",,['Architects and copyright: a practical guide'],1
790,"Perren, Claudia",editor,['Living the modern: Australian architecture'],1
791,"Ring, Kristien",editor,['Living the modern: Australian architecture'],1
792,"Kieran, Stephen",,['Loblolly House : elements of a new architecture'],1
793,"Timberlake, James",,['Loblolly House : elements of a new architecture'],1
794,"Cuito, Aurora",,['Lofts : designer and design'],1
795,"Walker, Derek",,['Los Angeles'],1
796,"Feddersen, Eckhard",editor,['Lost in space: architecture and dementia'],1
797,"Watson, Julia",,['Lo-TEK: design by radical indigenism'],1
798,"McCarter, Robert",,['Louis I Kahn'],1
799,"Ronner, Heinz",,['Louis I. Kahn : complete work 1935-74'],1
8,Durbach Block Jaggers,,['3 + 2'],1
80,"Neufert, Peter",,"[""Architects' data""]",1
800,"Gerson, David",,"['Low carbon diet: a 30 day program to lose 5,000 pounds']",1
801,"Bucci, Federico",,['Luigi Moretti: works and writings'],1
802,"Mulazzani, Marco",,['Luigi Moretti: works and writings'],1
803,"Saito, Yutaka",,['Luis Barragan'],1
804,"Morphy, Francis",,['Macquarie atlas of indigenous Australia'],1
805,"Dodson, Pat",,['Macquarie atlas of indigenous Australia'],1
806,Macquarie University,,"['Macquarie concise thesaurus', 'Macquarie concise dictionary']",2
807,"Major, Mark",,['Made of light: the art of light and architecture'],1
808,"Maharam, Michael",,['Maharam agenda'],1
809,"Jacob, Sam",,['Make it real: architecture as enactment'],1
81,"Kister, Johannes",,"[""Architects' data""]",1
810,"Leonard, Mike",,['Making of Colonial Stadium Melbourne Docklands'],1
811,"Geddes, Michael",,['Making public private partnerships work : building relationships and understanding cultures'],1
812,"Ashford, John",,['Management of quality in construction'],1
813,"Blyth, Alastair",,['Managing the brief for better design'],1
814,"Worthington, John",,['Managing the brief for better design'],1
815,"Maister, David",,['Managing the professional service firm'],1
816,"Kaufmann, Hermann",,['Manual of multi-storey timber construction'],1
817,"Lord, Barry",editor,"['Manual of museum planning: sustainable space, facilities, and operations']",1
818,"Hillebrandt, Annette et al",,['Manual of recycling: buildings as sources of materials'],1
819,Paul Lewis,,['Manual of section'],1
82,"Abramowitz, Ava J",,"[""Architect's essentials of negotiation""]",1
820,"Fawcett-Tang, Roger",editor,['Mapping : an illustrated guide to graphic navigational systems'],1
821,"Owen, William",,['Mapping : an illustrated guide to graphic navigational systems'],1
822,"Rawsthorn, Alice",,['Marc Newson'],1
823,"Breuer, Marcel",,['Marcel Breuer: design and architecture'],1
824,"Haupt, Edgar",editor,"['Marketing and communication for architects : fundamentals, strategies and practice']",1
825,"Meyer, Elizabeth K",,['Martha Schwartz : transfiguration of the commonplace'],1
826,"Landecker, Heidi",,['Martha Schwartz : transfiguration of the commonplace'],1
827,"Baudrillard, Jean",,"['Mass, identity, architecture: architectural writings of Jean Baudrillard']",1
828,"Proto, Francesco",editor,"['Mass, identity, architecture: architectural writings of Jean Baudrillard']",1
829,"Mau, Bruce",,['Massive change'],1
83,Royal Institute of British Architects (RIBA),,"[""Architect's job book"", 'Growing by degrees: universities in the future of urban development', 'Guide to using the RIBA plan of work 2013', ""Architect's handbook of practice management"", 'Assembling a collaborative project team']",5
830,"Leonard, Jennifer",,['Massive change'],1
831,Institute without Boundaries,,['Massive change'],1
832,"Fernandez, John",,['Material architecture : emergent materials for innovative buildings and ecological construction'],1
833,"Beylerian, George M",,"['Material connexion : the global resource of new and innovative materials for architects, artists and designers']",1
834,"Dent, Andrew",,"['Material connexion : the global resource of new and innovative materials for architects, artists and designers']",1
835,"menges, Achim",,['Material performance: fibrous tectonics & architectural morphology'],1
836,"Mackler, Christoph",editor,['Material stone : constructions and technologies for contemporary architecture'],1
837,"Ringer, Ron",editor,"['Materiality: brick and block in Australian contemporary architecture', 'The Material city: density and design in contemporary Australian architecture', 'Materiality 2021: brick and block in contemporary architecture']",3
838,Brickworks,,['Materiality: brick and block in Australian contemporary architecture'],1
839,"Bell, Victoria",,['Materials for architectural design'],1
84,"Ostime, Nigel",,"[""Architect's job book"", ""Architect's handbook of practice management""]",2
840,Rand. Patrick,,['Materials for architectural design'],1
841,"Rowe, Colin",,['Mathematics of the ideal villa and other essays'],1
842,"Dupain, Max",,['Max Dupain: modernist'],1
843,State Library of New South Wales,,['Max Dupain: modernist'],1
844,"McCulloch, Susan",,"[""McCulloch's contemporary Aboriginal art : the complete guide""]",1
845,"Mitchell, William J",,['Me++ : the cyborg self and the networked city'],1
846,"Houben, Francine",,['Mecanoo'],1
